"Emotion","acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_practice_instruct_1","correct_space_cont","correct_space_cont2","correct_space_cont_1","count_block_sequence","count_block_sequence_1","count_end_of_movie","count_end_of_movie_1","count_exp_loop","count_experiment","count_fear","count_fixation","count_fixation_1","count_fixation_2","count_happy","count_instruction","count_instruction_1","count_log1","count_log1_1","count_mini_instruction_2","count_mini_instruction_2_2","count_neutral","count_neutral_loop","count_new_sketchpad","count_practice","count_practice_instruct","count_practice_instruct_1","count_practice_loop","count_practice_seq","count_relaxed","count_sad","count_space_cont","count_space_cont2","count_space_cont_1","count_stationA","count_stationB","count_thanks","cursor_roi","cursor_x","cursor_y","datetime","description","disable_garbage_collection","emo_code","experiment_file","experiment_path","expyriment_opengl","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_instruction","response_instruction_1","response_practice_instruct","response_practice_instruct_1","response_space_cont","response_space_cont2","response_space_cont_1","response_thanks","response_time","response_time_instruction","response_time_instruction_1","response_time_practice_instruct","response_time_practice_instruct_1","response_time_space_cont","response_time_space_cont2","response_time_space_cont_1","response_time_thanks","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_block_sequence","time_block_sequence_1","time_end_of_movie","time_end_of_movie_1","time_exp_loop","time_experiment","time_fear","time_fixation","time_fixation_1","time_fixation_2","time_happy","time_instruction","time_instruction_1","time_log1","time_log1_1","time_mini_instruction_2","time_mini_instruction_2_2","time_neutral","time_neutral_loop","time_new_sketchpad","time_practice","time_practice_instruct","time_practice_instruct_1","time_practice_loop","time_practice_seq","time_relaxed","time_sad","time_space_cont","time_space_cont2","time_space_cont_1","time_stationA","time_stationB","time_thanks","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"Practice","undefined","undefined","3515","3515","black","legacy","legacy","legacy","0","uniform","undefined","undefined","NA","undefined","NA","NA","NA","NA","NA","0","0","NA","NA","NA","0","NA","NA","NA","NA","0","NA","NA","NA","0","0","NA","NA","0","0","0","NA","NA","NA","0","NA","0","0","0","undefined","2","0","09/18/19 15:01:42","The main experiment item","yes","-1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","0","0","G:/Socrates/Codes/subject-1006.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","NA","NA","NA","1","NA","space","NA","NA","3515","NA","NA","NA","809235","NA","3515","NA","NA","2","legacy","1024","1","48000","-16","experiment","1006","even","NA","NA","NA","NA","NA","5132","NA","NA","NA","814837","NA","NA","NA","NA","834359","NA","NA","NA","NA","819839","NA","NA","5594","5143","5592","NA","NA","NA","830842","NA","829842","NA","NA","New experiment","0","3515","1","yes","1024"
"Practice","undefined","undefined","3141","3141","black","legacy","legacy","legacy","0","uniform","undefined","undefined","NA","undefined","NA","NA","NA","NA","NA","0","0","NA","NA","NA","1","NA","NA","NA","NA","1","NA","NA","NA","0","1","NA","NA","1","0","1","NA","NA","NA","1","NA","1","1","0","undefined","-508","314","09/18/19 15:01:42","The main experiment item","yes","-1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","1","1","G:/Socrates/Codes/subject-1006.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","NA","NA","NA","1","NA","space","NA","NA","2767","NA","NA","NA","20245","NA","2767","NA","NA","2","legacy","1024","1","48000","-16","experiment","1006","even","NA","NA","NA","NA","NA","5132","NA","NA","NA","860021","NA","NA","NA","NA","878793","NA","NA","NA","NA","865023","NA","NA","839773","5143","839770","NA","NA","NA","876025","NA","875025","834544","NA","New experiment","0","6282","2","yes","1024"
"Practice","undefined","undefined","2911.33333333","2911.33333333","black","legacy","legacy","legacy","0","uniform","undefined","undefined","NA","undefined","NA","NA","NA","NA","NA","0","0","NA","NA","NA","2","NA","NA","NA","NA","2","NA","NA","NA","0","2","NA","NA","2","0","2","NA","NA","NA","2","NA","2","2","0","undefined","-509","319","09/18/19 15:01:42","The main experiment item","yes","-1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","2","2","G:/Socrates/Codes/subject-1006.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","NA","NA","NA","1","NA","space","NA","NA","2452","NA","NA","NA","60528","NA","2452","NA","NA","2","legacy","1024","1","48000","-16","experiment","1006","even","NA","NA","NA","NA","NA","5132","NA","NA","NA","944590","NA","NA","NA","NA","963045","NA","NA","NA","NA","949591","NA","NA","884059","5143","884056","NA","NA","NA","960593","NA","959593","878834","NA","New experiment","0","8734","3","yes","1024"
"Practice","undefined","undefined","2876.25","2876.25","black","legacy","legacy","legacy","0","uniform","undefined","undefined","NA","undefined","NA","NA","NA","NA","NA","0","0","NA","NA","NA","3","NA","NA","NA","NA","3","NA","NA","NA","0","3","NA","NA","3","0","3","NA","NA","NA","3","NA","3","3","0","undefined","-508","264","09/18/19 15:01:42","The main experiment item","yes","-1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","3","3","G:/Socrates/Codes/subject-1006.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","NA","NA","NA","1","NA","space","NA","NA","2771","NA","NA","NA","8896","NA","2771","NA","NA","2","legacy","1024","1","48000","-16","experiment","1006","even","NA","NA","NA","NA","NA","5132","NA","NA","NA","977217","NA","NA","NA","NA","995993","NA","NA","NA","NA","982220","NA","NA","968319","5143","968316","NA","NA","NA","993222","NA","992222","963082","NA","New experiment","0","11505","4","yes","1024"
"Practice","undefined","undefined","3083.8","3083.8","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","NA","0","NA","0","NA","0","0","NA","0","NA","3","NA","0","NA","0","3","0","NA","0","0","3","0","0","3","0","3","NA","NA","0","3","NA","3","3","0","undefined","-512","264","09/18/19 15:01:42","The main experiment item","yes","-1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","0","3","G:/Socrates/Codes/subject-1006.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","NA","NA","1","1","space","space","NA","NA","3914","NA","NA","35354","8896","3914","2771","NA","NA","2","legacy","1024","1","48000","-16","experiment","1006","even","1004636","NA","1056225","NA","NA","5132","NA","1039995","NA","977217","NA","NA","NA","1061139","995993","NA","NA","NA","1001047","982220","1044995","1004639","968319","5143","968316","NA","NA","1057225","993222","NA","992222","996031","NA","New experiment","0","15419","5","yes","1024"
"Neutral","undefined","undefined","3086","3086","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","NA","1","NA","1","NA","0","0","NA","1","NA","3","NA","1","NA","1","3","1","NA","1","0","3","1","1","3","0","3","NA","NA","1","3","NA","3","3","0","undefined","-512","264","09/18/19 15:01:42","The main experiment item","yes","0","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","1","3","G:/Socrates/Codes/subject-1006.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","1","NA","1","1","space","space","NA","NA","3097","21439","NA","35354","8896","3097","2771","NA","NA","2","legacy","1024","1","48000","-16","experiment","1006","even","1069028","NA","1155737","NA","NA","5132","NA","1090472","NA","977217","NA","1069030","NA","1159835","995993","1061175","NA","1095472","1001047","982220","1044995","1004639","968319","5143","968316","NA","NA","1156737","993222","NA","992222","996031","NA","New experiment","0","18516","6","yes","1024"
"Relaxed","undefined","undefined","3117.71428571","3117.71428571","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","undefined","1","0","1","0","0","0","0","1","0","3","0","1","0","2","3","1","0","1","0","3","1","1","3","0","3","0","0","1","3","0","3","3","0","undefined","-512","264","09/18/19 15:01:42","The main experiment item","yes","3","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","0","3","G:/Socrates/Codes/subject-1006.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","1","1","1","1","space","space","space","NA","3308","21439","49971","35354","8896","3097","2771","3308","NA","2","legacy","1024","1","48000","-16","experiment","1006","even","1069028","1170984","1155737","1419176","1164888","5132","NA","1090472","1220962","977217","NA","1069030","1170986","1423487","995993","1159868","NA","1095472","1001047","982220","1044995","1004639","968319","5143","968316","1225962","NA","1156737","993222","1420177","992222","996031","NA","New experiment","0","21824","7","yes","1024"
"Happy","undefined","undefined","3097.25","3097.25","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","undefined","1","1","1","1","0","0","1","1","1","3","1","1","1","3","3","1","1","1","0","3","1","1","3","0","3","1","1","1","3","1","3","3","0","undefined","-505","272","09/18/19 15:01:42","The main experiment item","yes","1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","1","3","G:/Socrates/Codes/subject-1006.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","1","1","1","1","space","space","space","NA","2954","21439","77073","35354","8896","3097","2771","2954","NA","2","legacy","1024","1","48000","-16","experiment","1006","even","1069028","1436325","1155737","1638667","1164888","5132","NA","1090472","1513408","977217","1518410","1069030","1436327","1642625","995993","1159868","1423529","1095472","1001047","982220","1044995","1004639","968319","5143","968316","1225962","NA","1156737","993222","1639668","992222","996031","NA","New experiment","0","24778","8","yes","1024"
"Fear","undefined","undefined","3119.88888889","3119.88888889","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","undefined","1","2","1","2","0","0","2","1","2","3","2","1","2","4","3","1","2","1","0","3","1","1","3","0","3","2","2","1","3","2","3","3","0","undefined","-494","296","09/18/19 15:01:42","The main experiment item","yes","2","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","2","3","G:/Socrates/Codes/subject-1006.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","1","1","1","1","space","space","space","NA","3301","21439","163235","35354","8896","3097","2771","3301","NA","2","legacy","1024","1","48000","-16","experiment","1006","even","1069028","1654105","1155737","1961489","1164888","5132","1822363","1090472","1817362","977217","1518410","1069030","1654109","1965796","995993","1159868","1642680","1095472","1001047","982220","1044995","1004639","968319","5143","968316","1225962","NA","1156737","993222","1962490","992222","996031","NA","New experiment","0","28079","9","yes","1024"
"Sad","undefined","undefined","3100.3","3100.3","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","undefined","1","3","1","3","0","0","3","1","3","3","3","1","3","5","3","1","3","1","0","3","1","1","3","0","3","3","3","1","3","3","3","3","0","undefined","-494","296","09/18/19 15:01:42","The main experiment item","yes","4","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","3","3","G:/Socrates/Codes/subject-1006.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","1","1","1","1","space","space","space","NA","2924","21439","69597","35354","8896","3097","2771","2924","NA","2","legacy","1024","1","48000","-16","experiment","1006","even","1069028","1979728","1155737","2186608","1164888","5132","1822363","1090472","2049348","977217","1518410","1069030","1979732","2190545","995993","1159868","1966194","1095472","1001047","982220","1044995","1004639","968319","5143","968316","1225962","2054352","1156737","993222","2187609","992222","996031","NA","New experiment","0","31003","10","yes","1024"
