"Emotion","acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_practice_instruct_1","correct_space_cont","correct_space_cont2","correct_space_cont_1","count_block_sequence","count_block_sequence_1","count_end_of_movie","count_end_of_movie_1","count_exp_loop","count_experiment","count_fear","count_fixation","count_fixation_1","count_fixation_2","count_happy","count_instruction","count_instruction_1","count_log1","count_log1_1","count_mini_instruction_2","count_mini_instruction_2_2","count_neutral","count_neutral_loop","count_new_sketchpad","count_practice","count_practice_instruct","count_practice_instruct_1","count_practice_loop","count_practice_seq","count_relaxed","count_sad","count_space_cont","count_space_cont2","count_space_cont_1","count_stationA","count_stationB","count_thanks","cursor_roi","cursor_x","cursor_y","datetime","description","disable_garbage_collection","emo_code","experiment_file","experiment_path","expyriment_opengl","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_instruction","response_instruction_1","response_practice_instruct","response_practice_instruct_1","response_space_cont","response_space_cont2","response_space_cont_1","response_thanks","response_time","response_time_instruction","response_time_instruction_1","response_time_practice_instruct","response_time_practice_instruct_1","response_time_space_cont","response_time_space_cont2","response_time_space_cont_1","response_time_thanks","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_block_sequence","time_block_sequence_1","time_end_of_movie","time_end_of_movie_1","time_exp_loop","time_experiment","time_fear","time_fixation","time_fixation_1","time_fixation_2","time_happy","time_instruction","time_instruction_1","time_log1","time_log1_1","time_mini_instruction_2","time_mini_instruction_2_2","time_neutral","time_neutral_loop","time_new_sketchpad","time_practice","time_practice_instruct","time_practice_instruct_1","time_practice_loop","time_practice_seq","time_relaxed","time_sad","time_space_cont","time_space_cont2","time_space_cont_1","time_stationA","time_stationB","time_thanks","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"Practice","undefined","undefined","4194","4194","black","legacy","legacy","legacy","0","uniform","undefined","undefined","NA","undefined","NA","NA","NA","NA","NA","0","0","NA","NA","NA","0","NA","NA","NA","NA","0","NA","NA","NA","0","0","NA","NA","0","0","0","NA","NA","NA","0","NA","0","0","0","undefined","64","217","09/19/19 10:25:01","The main experiment item","yes","-1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","0","0","G:/Socrates/Codes/subject-1009.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","NA","NA","NA","1","NA","space","NA","NA","4194","NA","NA","NA","1085054","NA","4194","NA","NA","2","legacy","1024","1","48000","-16","experiment","1009","odd","NA","NA","NA","NA","NA","6323","NA","NA","NA","1091922","NA","NA","NA","NA","1112123","NA","NA","NA","NA","1096924","NA","NA","6863","6334","6858","NA","NA","NA","1107927","NA","1106926","NA","NA","New experiment","0","4194","1","yes","1024"
"Practice","undefined","undefined","3664.5","3664.5","black","legacy","legacy","legacy","0","uniform","undefined","undefined","NA","undefined","NA","NA","NA","NA","NA","0","0","NA","NA","NA","1","NA","NA","NA","NA","1","NA","NA","NA","0","1","NA","NA","1","0","1","NA","NA","NA","1","NA","1","1","0","undefined","64","217","09/19/19 10:25:01","The main experiment item","yes","-1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","1","1","G:/Socrates/Codes/subject-1009.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","NA","NA","NA","1","NA","space","NA","NA","3135","NA","NA","NA","72355","NA","3135","NA","NA","2","legacy","1024","1","48000","-16","experiment","1009","odd","NA","NA","NA","NA","NA","6323","NA","NA","NA","1189793","NA","NA","NA","NA","1208932","NA","NA","NA","NA","1194795","NA","NA","1117435","6334","1117431","NA","NA","NA","1205797","NA","1204797","1112207","NA","New experiment","0","7329","2","yes","1024"
"Practice","undefined","undefined","3406","3406","black","legacy","legacy","legacy","0","uniform","undefined","undefined","NA","undefined","NA","NA","NA","NA","NA","0","0","NA","NA","NA","2","NA","NA","NA","NA","2","NA","NA","NA","0","2","NA","NA","2","0","2","NA","NA","NA","2","NA","2","2","0","undefined","64","217","09/19/19 10:25:01","The main experiment item","yes","-1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","2","2","G:/Socrates/Codes/subject-1009.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","NA","NA","NA","1","NA","space","NA","NA","2889","NA","NA","NA","5891","NA","2889","NA","NA","2","legacy","1024","1","48000","-16","experiment","1009","odd","NA","NA","NA","NA","NA","6323","NA","NA","NA","1220108","NA","NA","NA","NA","1239001","NA","NA","NA","NA","1225109","NA","NA","1214214","6334","1214212","NA","NA","NA","1236111","NA","1235110","1208984","NA","New experiment","0","10218","3","yes","1024"
"Practice","undefined","undefined","3268","3268","black","legacy","legacy","legacy","0","uniform","undefined","undefined","NA","undefined","NA","NA","NA","NA","NA","0","0","NA","NA","NA","3","NA","NA","NA","NA","3","NA","NA","NA","0","3","NA","NA","3","0","3","NA","NA","NA","3","NA","3","3","0","undefined","64","217","09/19/19 10:25:01","The main experiment item","yes","-1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","3","3","G:/Socrates/Codes/subject-1009.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","NA","NA","NA","1","NA","space","NA","NA","2854","NA","NA","NA","6252","NA","2854","NA","NA","2","legacy","1024","1","48000","-16","experiment","1009","odd","NA","NA","NA","NA","NA","6323","NA","NA","NA","1250829","NA","NA","NA","NA","1269687","NA","NA","NA","NA","1255830","NA","NA","1244574","6334","1244572","NA","NA","NA","1266832","NA","1265832","1239372","NA","New experiment","0","13072","4","yes","1024"
"Practice","undefined","undefined","3239.2","3239.2","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","NA","0","NA","0","NA","0","0","NA","0","NA","3","NA","0","NA","0","3","0","NA","0","0","3","0","0","3","0","3","NA","NA","0","3","NA","3","3","0","undefined","64","217","09/19/19 10:25:01","The main experiment item","yes","-1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","0","3","G:/Socrates/Codes/subject-1009.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","NA","NA","1","1","space","space","NA","NA","3124","NA","NA","21791","6252","3124","2854","NA","NA","2","legacy","1024","1","48000","-16","experiment","1009","odd","1278769","NA","1316800","NA","NA","6323","NA","1300564","NA","1250829","NA","NA","NA","1320925","1269687","NA","NA","NA","1274762","1255830","1305564","1278771","1244574","6334","1244572","NA","NA","1317801","1266832","NA","1265832","1269746","NA","New experiment","0","16196","5","yes","1024"
"Neutral","undefined","undefined","3280.83333333","3280.83333333","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","NA","1","NA","1","NA","0","0","NA","1","NA","3","NA","1","NA","1","3","1","NA","1","0","3","1","1","3","0","3","NA","NA","1","3","NA","3","3","0","undefined","64","217","09/19/19 10:25:01","The main experiment item","yes","0","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","1","3","G:/Socrates/Codes/subject-1009.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","1","NA","1","1","space","space","NA","NA","3489","35653","NA","21791","6252","3489","2854","NA","NA","2","legacy","1024","1","48000","-16","experiment","1009","odd","1328842","NA","1429763","NA","NA","6323","NA","1364501","NA","1250829","NA","1328845","NA","1434253","1269687","1320979","NA","1369501","1274762","1255830","1305564","1278771","1244574","6334","1244572","NA","NA","1430763","1266832","NA","1265832","1269746","NA","New experiment","0","19685","6","yes","1024"
"Fear","undefined","undefined","3337.85714286","3337.85714286","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","undefined","1","0","1","0","0","0","0","1","0","3","0","1","0","2","3","1","0","1","0","3","1","1","3","0","3","0","0","1","3","0","3","3","0","undefined","64","217","09/19/19 10:25:01","The main experiment item","yes","2","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","0","3","G:/Socrates/Codes/subject-1009.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","1","1","1","1","space","space","space","NA","3680","35653","135101","21791","6252","3489","2854","3680","NA","2","legacy","1024","1","48000","-16","experiment","1009","odd","1328842","1445562","1429763","1724793","1439313","6323","1585670","1364501","1580669","1250829","NA","1328845","1445564","1729473","1269687","1434295","NA","1369501","1274762","1255830","1305564","1278771","1244574","6334","1244572","NA","NA","1430763","1266832","1725793","1265832","1269746","NA","New experiment","0","23365","7","yes","1024"
"Sad","undefined","undefined","3365.875","3365.875","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","undefined","1","1","1","1","0","0","1","1","1","3","1","1","1","3","3","1","1","1","0","3","1","1","3","0","3","1","1","1","3","1","3","3","0","undefined","64","217","09/19/19 10:25:01","The main experiment item","yes","4","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","1","3","G:/Socrates/Codes/subject-1009.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","1","1","1","1","space","space","space","NA","3562","35653","26007","21791","6252","3489","2854","3562","NA","2","legacy","1024","1","48000","-16","experiment","1009","odd","1328842","1740643","1429763","1903924","1439313","6323","1585670","1364501","1766658","1250829","NA","1328845","1740646","1908489","1269687","1434295","1729516","1369501","1274762","1255830","1305564","1278771","1244574","6334","1244572","NA","1771658","1430763","1266832","1904925","1265832","1269746","NA","New experiment","0","26927","8","yes","1024"
"Happy","undefined","undefined","3368.55555556","3368.55555556","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","undefined","1","2","1","2","0","0","2","1","2","3","2","1","2","4","3","1","2","1","0","3","1","1","3","0","3","2","2","1","3","2","3","3","0","undefined","349","135","09/19/19 10:25:01","The main experiment item","yes","1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","2","3","G:/Socrates/Codes/subject-1009.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","1","1","1","1","space","space","space","NA","3390","35653","55462","21791","6252","3489","2854","3390","NA","2","legacy","1024","1","48000","-16","experiment","1009","odd","1328842","1920327","1429763","2101022","1439313","6323","1585670","1364501","1975801","1250829","1980802","1328845","1920330","2105418","1269687","1434295","1908543","1369501","1274762","1255830","1305564","1278771","1244574","6334","1244572","NA","1771658","1430763","1266832","2102023","1265832","1269746","NA","New experiment","0","30317","9","yes","1024"
"Relaxed","undefined","undefined","3374.8","3374.8","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","undefined","1","3","1","3","0","0","3","1","3","3","3","1","3","5","3","1","3","1","0","3","1","1","3","0","3","3","3","1","3","3","3","3","0","undefined","350","134","09/19/19 10:25:01","The main experiment item","yes","3","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","3","3","G:/Socrates/Codes/subject-1009.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","1","1","1","1","space","space","space","NA","3431","35653","44393","21791","6252","3489","2854","3431","NA","2","legacy","1024","1","48000","-16","experiment","1009","odd","1328842","2117187","1429763","2359875","1439313","6323","1585670","1364501","2161601","1250829","1980802","1328845","2117191","2364321","1269687","1434295","2105473","1369501","1274762","1255830","1305564","1278771","1244574","6334","1244572","2166605","1771658","1430763","1266832","2360877","1265832","1269746","NA","New experiment","0","33748","10","yes","1024"
