"Emotion","acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_practice_instruct_1","correct_space_cont","correct_space_cont2","correct_space_cont_1","count_block_sequence","count_block_sequence_1","count_end_of_movie","count_end_of_movie_1","count_exp_loop","count_experiment","count_fear","count_fixation","count_fixation_1","count_fixation_2","count_happy","count_instruction","count_instruction_1","count_log1","count_log1_1","count_mini_instruction_2","count_mini_instruction_2_2","count_neutral","count_neutral_loop","count_new_sketchpad","count_practice","count_practice_instruct","count_practice_instruct_1","count_practice_loop","count_practice_seq","count_relaxed","count_sad","count_space_cont","count_space_cont2","count_space_cont_1","count_stationA","count_stationB","count_thanks","cursor_roi","cursor_x","cursor_y","datetime","description","disable_garbage_collection","emo_code","experiment_file","experiment_path","expyriment_opengl","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_instruction","response_instruction_1","response_practice_instruct","response_practice_instruct_1","response_space_cont","response_space_cont2","response_space_cont_1","response_thanks","response_time","response_time_instruction","response_time_instruction_1","response_time_practice_instruct","response_time_practice_instruct_1","response_time_space_cont","response_time_space_cont2","response_time_space_cont_1","response_time_thanks","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_block_sequence","time_block_sequence_1","time_end_of_movie","time_end_of_movie_1","time_exp_loop","time_experiment","time_fear","time_fixation","time_fixation_1","time_fixation_2","time_happy","time_instruction","time_instruction_1","time_log1","time_log1_1","time_mini_instruction_2","time_mini_instruction_2_2","time_neutral","time_neutral_loop","time_new_sketchpad","time_practice","time_practice_instruct","time_practice_instruct_1","time_practice_loop","time_practice_seq","time_relaxed","time_sad","time_space_cont","time_space_cont2","time_space_cont_1","time_stationA","time_stationB","time_thanks","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"Practice","undefined","undefined","4688","4688","black","legacy","legacy","legacy","0","uniform","undefined","undefined","NA","undefined","NA","NA","NA","NA","NA","0","0","NA","NA","NA","0","NA","NA","NA","NA","0","NA","NA","NA","0","0","NA","NA","0","0","0","NA","NA","NA","0","NA","0","0","0","undefined","87","24","09/22/19 16:36:09","The main experiment item","yes","-1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","0","0","G:/Socrates/Codes/subject-1016.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","NA","NA","NA","1","NA","space","NA","NA","4688","NA","NA","NA","885083","NA","4688","NA","NA","2","legacy","1024","1","48000","-16","experiment","1016","even","NA","NA","NA","NA","NA","4299","NA","NA","NA","889840","NA","NA","NA","NA","910535","NA","NA","NA","NA","894842","NA","NA","4751","4306","4748","NA","NA","NA","905845","NA","904845","NA","NA","New experiment","0","4688","1","yes","1024"
"Practice","undefined","undefined","3690.5","3690.5","black","legacy","legacy","legacy","0","uniform","undefined","undefined","NA","undefined","NA","NA","NA","NA","NA","0","0","NA","NA","NA","1","NA","NA","NA","NA","1","NA","NA","NA","0","1","NA","NA","1","0","1","NA","NA","NA","1","NA","1","1","0","undefined","87","24","09/22/19 16:36:09","The main experiment item","yes","-1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","1","1","G:/Socrates/Codes/subject-1016.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","NA","NA","NA","1","NA","space","NA","NA","2693","NA","NA","NA","45743","NA","2693","NA","NA","2","legacy","1024","1","48000","-16","experiment","1016","even","NA","NA","NA","NA","NA","4299","NA","NA","NA","961608","NA","NA","NA","NA","980305","NA","NA","NA","NA","966610","NA","NA","915862","4306","915860","NA","NA","NA","977612","NA","976612","910631","NA","New experiment","0","7381","2","yes","1024"
"Practice","undefined","undefined","3397","3397","black","legacy","legacy","legacy","0","uniform","undefined","undefined","NA","undefined","NA","NA","NA","NA","NA","0","0","NA","NA","NA","2","NA","NA","NA","NA","2","NA","NA","NA","0","2","NA","NA","2","0","2","NA","NA","NA","2","NA","2","2","0","undefined","366","-338","09/22/19 16:36:09","The main experiment item","yes","-1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","2","2","G:/Socrates/Codes/subject-1016.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","NA","NA","NA","1","NA","space","NA","NA","2810","NA","NA","NA","7901","NA","2810","NA","NA","2","legacy","1024","1","48000","-16","experiment","1016","even","NA","NA","NA","NA","NA","4299","NA","NA","NA","993822","NA","NA","NA","NA","1012634","NA","NA","NA","NA","998823","NA","NA","985918","4306","985916","NA","NA","NA","1009824","NA","1008824","980688","NA","New experiment","0","10191","3","yes","1024"
"Practice","undefined","undefined","3153.25","3153.25","black","legacy","legacy","legacy","0","uniform","undefined","undefined","NA","undefined","NA","NA","NA","NA","NA","0","0","NA","NA","NA","3","NA","NA","NA","NA","3","NA","NA","NA","0","3","NA","NA","3","0","3","NA","NA","NA","3","NA","3","3","0","undefined","388","33","09/22/19 16:36:09","The main experiment item","yes","-1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","3","3","G:/Socrates/Codes/subject-1016.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","NA","NA","NA","1","NA","space","NA","NA","2422","NA","NA","NA","5134","NA","2422","NA","NA","2","legacy","1024","1","48000","-16","experiment","1016","even","NA","NA","NA","NA","NA","4299","NA","NA","NA","1023069","NA","NA","NA","NA","1041495","NA","NA","NA","NA","1028071","NA","NA","1017933","4306","1017931","NA","NA","NA","1039073","NA","1038073","1012727","NA","New experiment","0","12613","4","yes","1024"
"Practice","undefined","undefined","3164.4","3164.4","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","NA","0","NA","0","NA","0","0","NA","0","NA","3","NA","0","NA","0","3","0","NA","0","0","3","0","0","3","0","3","NA","NA","0","3","NA","3","3","0","undefined","388","36","09/22/19 16:36:09","The main experiment item","yes","-1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","0","3","G:/Socrates/Codes/subject-1016.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","NA","NA","1","1","space","space","NA","NA","3209","NA","NA","30210","5134","3209","2422","NA","NA","2","legacy","1024","1","48000","-16","experiment","1016","even","1050307","NA","1096757","NA","NA","4299","NA","1080522","NA","1023069","NA","NA","NA","1100967","1041495","NA","NA","NA","1046568","1028071","1085522","1050309","1017933","4306","1017931","NA","NA","1097757","1039073","NA","1038073","1041550","NA","New experiment","0","15822","5","yes","1024"
"Neutral","undefined","undefined","3102.83333333","3102.83333333","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","NA","1","NA","1","NA","0","0","NA","1","NA","3","NA","1","NA","1","3","1","NA","1","0","3","1","1","3","0","3","NA","NA","1","3","NA","3","3","0","undefined","388","36","09/22/19 16:36:09","The main experiment item","yes","0","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","1","3","G:/Socrates/Codes/subject-1016.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","1","NA","1","1","space","space","NA","NA","2795","37303","NA","30210","5134","2795","2422","NA","NA","2","legacy","1024","1","48000","-16","experiment","1016","even","1108879","NA","1211448","NA","NA","4299","NA","1146188","NA","1023069","NA","1108881","NA","1215244","1041495","1101037","NA","1151188","1046568","1028071","1085522","1050309","1017933","4306","1017931","NA","NA","1212448","1039073","NA","1038073","1041550","NA","New experiment","0","18617","6","yes","1024"
"Happy","undefined","undefined","3015.28571429","3015.28571429","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","undefined","1","0","1","0","0","0","0","1","0","3","0","1","0","2","3","1","0","1","0","3","1","1","3","0","3","0","0","1","3","0","3","3","0","undefined","393","61","09/22/19 16:36:09","The main experiment item","yes","1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","0","3","G:/Socrates/Codes/subject-1016.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","1","1","1","1","space","space","space","NA","2490","37303","44725","30210","5134","2795","2422","2490","NA","2","legacy","1024","1","48000","-16","experiment","1016","even","1108879","1226714","1211448","1396698","1220660","4299","NA","1146188","1271447","1023069","1276447","1108881","1226717","1400189","1041495","1215641","NA","1151188","1046568","1028071","1085522","1050309","1017933","4306","1017931","NA","NA","1212448","1039073","1397698","1038073","1041550","NA","New experiment","0","21107","7","yes","1024"
"Sad","undefined","undefined","3000.25","3000.25","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","undefined","1","1","1","1","0","0","1","1","1","3","1","1","1","3","3","1","1","1","0","3","1","1","3","0","3","1","1","1","3","1","3","3","0","undefined","511","193","09/22/19 16:36:09","The main experiment item","yes","4","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","1","3","G:/Socrates/Codes/subject-1016.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","1","1","1","1","space","space","space","NA","2895","37303","92994","30210","5134","2795","2422","2895","NA","2","legacy","1024","1","48000","-16","experiment","1016","even","1108879","1411978","1211448","1642240","1220660","4299","NA","1146188","1504984","1023069","1276447","1108881","1411981","1646139","1041495","1215641","1400235","1151188","1046568","1028071","1085522","1050309","1017933","4306","1017931","NA","1509987","1212448","1039073","1643240","1038073","1041550","NA","New experiment","0","24002","8","yes","1024"
"Fear","undefined","undefined","2980.11111111","2980.11111111","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","undefined","1","2","1","2","0","0","2","1","2","3","2","1","2","4","3","1","2","1","0","3","1","1","3","0","3","2","2","1","3","2","3","3","0","undefined","511","193","09/22/19 16:36:09","The main experiment item","yes","2","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","2","3","G:/Socrates/Codes/subject-1016.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","1","1","1","1","space","space","space","NA","2819","37303","63063","30210","5134","2795","2422","2819","NA","2","legacy","1024","1","48000","-16","experiment","1016","even","1108879","1657703","1211448","1864941","1220660","4299","1725784","1146188","1720783","1023069","1276447","1108881","1657705","1868765","1041495","1215641","1646202","1151188","1046568","1028071","1085522","1050309","1017933","4306","1017931","NA","1509987","1212448","1039073","1865941","1038073","1041550","NA","New experiment","0","26821","9","yes","1024"
"Relaxed","undefined","undefined","2958.3","2958.3","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","undefined","1","3","1","3","0","0","3","1","3","3","3","1","3","5","3","1","3","1","0","3","1","1","3","0","3","3","3","1","3","3","3","3","0","undefined","511","337","09/22/19 16:36:09","The main experiment item","yes","3","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","3","3","G:/Socrates/Codes/subject-1016.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","1","1","1","1","space","space","space","NA","2762","37303","49251","30210","5134","2795","2422","2762","NA","2","legacy","1024","1","48000","-16","experiment","1016","even","1108879","1880426","1211448","2127951","1220660","4299","1725784","1146188","1929699","1023069","1276447","1108881","1880430","2131727","1041495","1215641","1868826","1151188","1046568","1028071","1085522","1050309","1017933","4306","1017931","1934701","1509987","1212448","1039073","2128953","1038073","1041550","NA","New experiment","0","29583","10","yes","1024"
