"Emotion","acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_practice_instruct_1","correct_space_cont","correct_space_cont2","correct_space_cont_1","count_block_sequence","count_block_sequence_1","count_end_of_movie","count_end_of_movie_1","count_exp_loop","count_experiment","count_fear","count_fixation","count_fixation_1","count_fixation_2","count_happy","count_instruction","count_instruction_1","count_log1","count_log1_1","count_mini_instruction_2","count_mini_instruction_2_2","count_neutral","count_neutral_loop","count_new_sketchpad","count_practice","count_practice_instruct","count_practice_instruct_1","count_practice_loop","count_practice_seq","count_relaxed","count_sad","count_space_cont","count_space_cont2","count_space_cont_1","count_stationA","count_stationB","count_thanks","cursor_roi","cursor_x","cursor_y","datetime","description","disable_garbage_collection","emo_code","experiment_file","experiment_path","expyriment_opengl","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_instruction","response_instruction_1","response_practice_instruct","response_practice_instruct_1","response_space_cont","response_space_cont2","response_space_cont_1","response_thanks","response_time","response_time_instruction","response_time_instruction_1","response_time_practice_instruct","response_time_practice_instruct_1","response_time_space_cont","response_time_space_cont2","response_time_space_cont_1","response_time_thanks","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_block_sequence","time_block_sequence_1","time_end_of_movie","time_end_of_movie_1","time_exp_loop","time_experiment","time_fear","time_fixation","time_fixation_1","time_fixation_2","time_happy","time_instruction","time_instruction_1","time_log1","time_log1_1","time_mini_instruction_2","time_mini_instruction_2_2","time_neutral","time_neutral_loop","time_new_sketchpad","time_practice","time_practice_instruct","time_practice_instruct_1","time_practice_loop","time_practice_seq","time_relaxed","time_sad","time_space_cont","time_space_cont2","time_space_cont_1","time_stationA","time_stationB","time_thanks","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"Practice","undefined","undefined","4150","4150","black","legacy","legacy","legacy","0","uniform","undefined","undefined","NA","undefined","NA","NA","NA","NA","NA","0","0","NA","NA","NA","0","NA","NA","NA","NA","0","NA","NA","NA","0","0","NA","NA","0","0","0","NA","NA","NA","0","NA","0","0","0","undefined","-245","-366","09/24/19 18:17:48","The main experiment item","yes","-1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","0","0","G:/Socrates/Codes/subject-1027.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","NA","NA","NA","1","NA","space","NA","NA","4150","NA","NA","NA","1234533","NA","4150","NA","NA","2","legacy","1024","1","48000","-16","experiment","1027","odd","NA","NA","NA","NA","NA","4755","NA","NA","NA","1239710","NA","NA","NA","NA","1259868","NA","NA","NA","NA","1244713","NA","NA","5172","4763","5166","NA","NA","NA","1255716","NA","1254715","NA","NA","New experiment","0","4150","1","yes","1020"
"Practice","undefined","undefined","3268","3268","black","legacy","legacy","legacy","0","uniform","undefined","undefined","NA","undefined","NA","NA","NA","NA","NA","0","0","NA","NA","NA","1","NA","NA","NA","NA","1","NA","NA","NA","0","1","NA","NA","1","0","1","NA","NA","NA","1","NA","1","1","0","undefined","-215","-384","09/24/19 18:17:48","The main experiment item","yes","-1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","1","1","G:/Socrates/Codes/subject-1027.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","NA","NA","NA","1","NA","space","NA","NA","2386","NA","NA","NA","25264","NA","2386","NA","NA","2","legacy","1024","1","48000","-16","experiment","1027","odd","NA","NA","NA","NA","NA","4755","NA","NA","NA","1290445","NA","NA","NA","NA","1308833","NA","NA","NA","NA","1295446","NA","NA","1265179","4763","1265176","NA","NA","NA","1306447","NA","1305447","1259944","NA","New experiment","0","6536","2","yes","1020"
"Practice","undefined","undefined","2998.33333333","2998.33333333","black","legacy","legacy","legacy","0","uniform","undefined","undefined","NA","undefined","NA","NA","NA","NA","NA","0","0","NA","NA","NA","2","NA","NA","NA","NA","2","NA","NA","NA","0","2","NA","NA","2","0","2","NA","NA","NA","2","NA","2","2","0","undefined","-162","-362","09/24/19 18:17:48","The main experiment item","yes","-1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","2","2","G:/Socrates/Codes/subject-1027.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","NA","NA","NA","1","NA","space","NA","NA","2459","NA","NA","NA","13490","NA","2459","NA","NA","2","legacy","1024","1","48000","-16","experiment","1027","odd","NA","NA","NA","NA","NA","4755","NA","NA","NA","1327827","NA","NA","NA","NA","1346290","NA","NA","NA","NA","1332829","NA","NA","1314335","4763","1314333","NA","NA","NA","1343831","NA","1342831","1308879","NA","New experiment","0","8995","3","yes","1020"
"Practice","undefined","undefined","2820.5","2820.5","black","legacy","legacy","legacy","0","uniform","undefined","undefined","NA","undefined","NA","NA","NA","NA","NA","0","0","NA","NA","NA","3","NA","NA","NA","NA","3","NA","NA","NA","0","3","NA","NA","3","0","3","NA","NA","NA","3","NA","3","3","0","undefined","-160","-361","09/24/19 18:17:48","The main experiment item","yes","-1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","3","3","G:/Socrates/Codes/subject-1027.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","NA","NA","NA","1","NA","space","NA","NA","2287","NA","NA","NA","11470","NA","2287","NA","NA","2","legacy","1024","1","48000","-16","experiment","1027","odd","NA","NA","NA","NA","NA","4755","NA","NA","NA","1363033","NA","NA","NA","NA","1381324","NA","NA","NA","NA","1368035","NA","NA","1351560","4763","1351558","NA","NA","NA","1379037","NA","1378037","1346332","NA","New experiment","0","11282","4","yes","1020"
"Practice","undefined","undefined","2863.8","2863.8","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","NA","0","NA","0","NA","0","0","NA","0","NA","3","NA","0","NA","0","3","0","NA","0","0","3","0","0","3","0","3","NA","NA","0","3","NA","3","3","0","undefined","-160","-361","09/24/19 18:17:48","The main experiment item","yes","-1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","0","3","G:/Socrates/Codes/subject-1027.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","NA","NA","1","1","space","space","NA","NA","3037","NA","NA","30852","11470","3037","2287","NA","NA","2","legacy","1024","1","48000","-16","experiment","1027","odd","1390109","NA","1437196","NA","NA","4755","NA","1420967","NA","1363033","NA","NA","NA","1441233","1381324","NA","NA","NA","1386385","1368035","1425967","1390112","1351560","4763","1351558","NA","NA","1438196","1379037","NA","1378037","1381368","NA","New experiment","0","14319","5","yes","1020"
"Neutral","undefined","undefined","2862.83333333","2862.83333333","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","NA","1","NA","1","NA","0","0","NA","1","NA","3","NA","1","NA","1","3","1","NA","1","0","3","1","1","3","0","3","NA","NA","1","3","NA","3","3","0","undefined","-510","22","09/24/19 18:17:48","The main experiment item","yes","0","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","1","3","G:/Socrates/Codes/subject-1027.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","1","NA","1","1","space","space","NA","NA","2858","31395","NA","30852","11470","2858","2287","NA","NA","2","legacy","1024","1","48000","-16","experiment","1027","odd","1449096","NA","1545757","NA","NA","4755","NA","1480495","NA","1363033","NA","1449098","NA","1549616","1381324","1441274","NA","1485496","1386385","1368035","1425967","1390112","1351560","4763","1351558","NA","NA","1546757","1379037","NA","1378037","1381368","NA","New experiment","0","17177","6","yes","1020"
"Sad","undefined","undefined","2939.71428571","2939.71428571","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","undefined","1","0","1","0","0","0","0","1","0","3","0","1","0","2","3","1","0","1","0","3","1","1","3","0","3","0","0","1","3","0","3","3","0","undefined","-509","21","09/24/19 18:17:48","The main experiment item","yes","4","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","0","3","G:/Socrates/Codes/subject-1027.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","1","1","1","1","space","space","space","NA","3401","31395","47318","30852","11470","2858","2287","3401","NA","2","legacy","1024","1","48000","-16","experiment","1027","odd","1449096","1560840","1545757","1745417","1554694","4755","NA","1480495","1608164","1363033","NA","1449098","1560842","1749820","1381324","1549676","NA","1485496","1386385","1368035","1425967","1390112","1351560","4763","1351558","NA","1613164","1546757","1379037","1746417","1378037","1381368","NA","New experiment","0","20578","7","yes","1020"
"Relaxed","undefined","undefined","2934.75","2934.75","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","undefined","1","1","1","1","0","0","1","1","1","3","1","1","1","3","3","1","1","1","0","3","1","1","3","0","3","1","1","1","3","1","3","3","0","undefined","-509","21","09/24/19 18:17:48","The main experiment item","yes","3","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","1","3","G:/Socrates/Codes/subject-1027.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","1","1","1","1","space","space","space","NA","2900","31395","76621","30852","11470","2858","2287","2900","NA","2","legacy","1024","1","48000","-16","experiment","1027","odd","1449096","1761525","1545757","2036379","1554694","4755","NA","1480495","1838157","1363033","NA","1449098","1761528","2040283","1381324","1549676","1750210","1485496","1386385","1368035","1425967","1390112","1351560","4763","1351558","1843158","1613164","1546757","1379037","2037379","1378037","1381368","NA","New experiment","0","23478","8","yes","1020"
"Fear","undefined","undefined","2940.88888889","2940.88888889","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","undefined","1","2","1","2","0","0","2","1","2","3","2","1","2","4","3","1","2","1","0","3","1","1","3","0","3","2","2","1","3","2","3","3","0","undefined","-509","21","09/24/19 18:17:48","The main experiment item","yes","2","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","2","3","G:/Socrates/Codes/subject-1027.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","1","1","1","1","space","space","space","NA","2990","31395","64200","30852","11470","2858","2287","2990","NA","2","legacy","1024","1","48000","-16","experiment","1027","odd","1449096","2052041","1545757","2260390","1554694","4755","2121261","1480495","2116259","1363033","NA","1449098","2052044","2264383","1381324","1549676","2040355","1485496","1386385","1368035","1425967","1390112","1351560","4763","1351558","1843158","1613164","1546757","1379037","2261390","1378037","1381368","NA","New experiment","0","26468","9","yes","1020"
"Happy","undefined","undefined","2946.4","2946.4","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","undefined","1","3","1","3","0","0","3","1","3","3","3","1","3","5","3","1","3","1","0","3","1","1","3","0","3","3","3","1","3","3","3","3","0","undefined","-509","21","09/24/19 18:17:48","The main experiment item","yes","1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","3","3","G:/Socrates/Codes/subject-1027.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","1","1","1","1","space","space","space","NA","2996","31395","52333","30852","11470","2858","2287","2996","NA","2","legacy","1024","1","48000","-16","experiment","1027","odd","1449096","2276103","1545757","2453679","1554694","4755","2121261","1480495","2328456","1363033","2333460","1449098","2276107","2457689","1381324","1549676","2264463","1485496","1386385","1368035","1425967","1390112","1351560","4763","1351558","1843158","1613164","1546757","1379037","2454681","1378037","1381368","NA","New experiment","0","29464","10","yes","1020"
