"Emotion","acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_practice_instruct_1","correct_space_cont","correct_space_cont2","correct_space_cont_1","count_block_sequence","count_block_sequence_1","count_end_of_movie","count_end_of_movie_1","count_exp_loop","count_experiment","count_fear","count_fixation","count_fixation_1","count_fixation_2","count_happy","count_instruction","count_instruction_1","count_log1","count_log1_1","count_mini_instruction_2","count_mini_instruction_2_2","count_neutral","count_neutral_loop","count_new_sketchpad","count_practice","count_practice_instruct","count_practice_instruct_1","count_practice_loop","count_practice_seq","count_relaxed","count_sad","count_space_cont","count_space_cont2","count_space_cont_1","count_stationA","count_stationB","count_thanks","cursor_roi","cursor_x","cursor_y","datetime","description","disable_garbage_collection","emo_code","experiment_file","experiment_path","expyriment_opengl","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_instruction","response_instruction_1","response_practice_instruct","response_practice_instruct_1","response_space_cont","response_space_cont2","response_space_cont_1","response_thanks","response_time","response_time_instruction","response_time_instruction_1","response_time_practice_instruct","response_time_practice_instruct_1","response_time_space_cont","response_time_space_cont2","response_time_space_cont_1","response_time_thanks","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_block_sequence","time_block_sequence_1","time_end_of_movie","time_end_of_movie_1","time_exp_loop","time_experiment","time_fear","time_fixation","time_fixation_1","time_fixation_2","time_happy","time_instruction","time_instruction_1","time_log1","time_log1_1","time_mini_instruction_2","time_mini_instruction_2_2","time_neutral","time_neutral_loop","time_new_sketchpad","time_practice","time_practice_instruct","time_practice_instruct_1","time_practice_loop","time_practice_seq","time_relaxed","time_sad","time_space_cont","time_space_cont2","time_space_cont_1","time_stationA","time_stationB","time_thanks","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"Practice","undefined","undefined","3469","3469","black","legacy","legacy","legacy","0","uniform","undefined","undefined","NA","undefined","NA","NA","NA","NA","NA","0","0","NA","NA","NA","0","NA","NA","NA","NA","0","NA","NA","NA","0","0","NA","NA","0","0","0","NA","NA","NA","0","NA","0","0","0","undefined","475","-239","09/18/19 13:04:16","The main experiment item","yes","-1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","0","0","G:/Socrates/Codes/subject-1005.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","NA","NA","NA","1","NA","space","NA","NA","3469","NA","NA","NA","1691019","NA","3469","NA","NA","2","legacy","1024","1","48000","-16","experiment","1005","odd","NA","NA","NA","NA","NA","4963","NA","NA","NA","1696339","NA","NA","NA","NA","1715814","NA","NA","NA","NA","1701341","NA","NA","5315","4974","5311","NA","NA","NA","1712344","NA","1711344","NA","NA","New experiment","0","3469","1","yes","1024"
"Practice","undefined","undefined","3419","3419","black","legacy","legacy","legacy","0","uniform","undefined","undefined","NA","undefined","NA","NA","NA","NA","NA","0","0","NA","NA","NA","1","NA","NA","NA","NA","1","NA","NA","NA","0","1","NA","NA","1","0","1","NA","NA","NA","1","NA","1","1","0","undefined","472","-240","09/18/19 13:04:16","The main experiment item","yes","-1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","1","1","G:/Socrates/Codes/subject-1005.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","NA","NA","NA","1","NA","space","NA","NA","3369","NA","NA","NA","49491","NA","3369","NA","NA","2","legacy","1024","1","48000","-16","experiment","1005","odd","NA","NA","NA","NA","NA","4963","NA","NA","NA","1770589","NA","NA","NA","NA","1789962","NA","NA","NA","NA","1775591","NA","NA","1721095","4974","1721092","NA","NA","NA","1786593","NA","1785593","1715866","NA","New experiment","0","6838","2","yes","1024"
"Practice","undefined","undefined","3233","3233","black","legacy","legacy","legacy","0","uniform","undefined","undefined","NA","undefined","NA","NA","NA","NA","NA","0","0","NA","NA","NA","2","NA","NA","NA","NA","2","NA","NA","NA","0","2","NA","NA","2","0","2","NA","NA","NA","2","NA","2","2","0","undefined","459","-247","09/18/19 13:04:16","The main experiment item","yes","-1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","2","2","G:/Socrates/Codes/subject-1005.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","NA","NA","NA","1","NA","space","NA","NA","2861","NA","NA","NA","8731","NA","2861","NA","NA","2","legacy","1024","1","48000","-16","experiment","1005","odd","NA","NA","NA","NA","NA","4963","NA","NA","NA","1803971","NA","NA","NA","NA","1822834","NA","NA","NA","NA","1808972","NA","NA","1795237","4974","1795235","NA","NA","NA","1819973","NA","1818973","1790008","NA","New experiment","0","9699","3","yes","1024"
"Practice","undefined","undefined","3065","3065","black","legacy","legacy","legacy","0","uniform","undefined","undefined","NA","undefined","NA","NA","NA","NA","NA","0","0","NA","NA","NA","3","NA","NA","NA","NA","3","NA","NA","NA","0","3","NA","NA","3","0","3","NA","NA","NA","3","NA","3","3","0","undefined","455","-246","09/18/19 13:04:16","The main experiment item","yes","-1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","3","3","G:/Socrates/Codes/subject-1005.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","NA","NA","NA","1","NA","space","NA","NA","2561","NA","NA","NA","10545","NA","2561","NA","NA","2","legacy","1024","1","48000","-16","experiment","1005","odd","NA","NA","NA","NA","NA","4963","NA","NA","NA","1838652","NA","NA","NA","NA","1857216","NA","NA","NA","NA","1843654","NA","NA","1828105","4974","1828103","NA","NA","NA","1854655","NA","1853655","1822886","NA","New experiment","0","12260","4","yes","1024"
"Practice","undefined","undefined","3053.4","3053.4","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","NA","0","NA","0","NA","0","0","NA","0","NA","3","NA","0","NA","0","3","0","NA","0","0","3","0","0","3","0","3","NA","NA","0","3","NA","3","3","0","undefined","-61","-211","09/18/19 13:04:16","The main experiment item","yes","-1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","0","3","G:/Socrates/Codes/subject-1005.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","NA","NA","1","1","space","space","NA","NA","3007","NA","NA","112503","10545","3007","2561","NA","NA","2","legacy","1024","1","48000","-16","experiment","1005","odd","1866029","NA","1994771","NA","NA","4963","NA","1978537","NA","1838652","NA","NA","NA","1998779","1857216","NA","NA","NA","1862282","1843654","1983537","1866031","1828105","4974","1828103","NA","NA","1995771","1854655","NA","1853655","1857267","NA","New experiment","0","15267","5","yes","1024"
"Neutral","undefined","undefined","3068.83333333","3068.83333333","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","NA","1","NA","1","NA","0","0","NA","1","NA","3","NA","1","NA","1","3","1","NA","1","0","3","1","1","3","0","3","NA","NA","1","3","NA","3","3","0","undefined","-62","-211","09/18/19 13:04:16","The main experiment item","yes","0","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","1","3","G:/Socrates/Codes/subject-1005.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","1","NA","1","1","space","space","NA","NA","3146","23232","NA","112503","10545","3146","2561","NA","NA","2","legacy","1024","1","48000","-16","experiment","1005","odd","2006684","NA","2095192","NA","NA","4963","NA","2029922","NA","1838652","NA","2006686","NA","2099339","1857216","1998828","NA","2034922","1862282","1843654","1983537","1866031","1828105","4974","1828103","NA","NA","2096192","1854655","NA","1853655","1857267","NA","New experiment","0","18413","6","yes","1024"
"Relaxed","undefined","undefined","3085","3085","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","undefined","1","0","1","0","0","0","0","1","0","3","0","1","0","2","3","1","0","1","0","3","1","1","3","0","3","0","0","1","3","0","3","3","0","undefined","-62","-211","09/18/19 13:04:16","The main experiment item","yes","3","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","0","3","G:/Socrates/Codes/subject-1005.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","1","1","1","1","space","space","space","NA","3182","23232","27347","112503","10545","3146","2561","3182","NA","2","legacy","1024","1","48000","-16","experiment","1005","odd","2006684","2110405","2095192","2336022","2104402","4963","NA","2029922","2137759","1838652","NA","2006686","2110407","2340205","1857216","2099384","NA","2034922","1862282","1843654","1983537","1866031","1828105","4974","1828103","2142759","NA","2096192","1854655","2337022","1853655","1857267","NA","New experiment","0","21595","7","yes","1024"
"Fear","undefined","undefined","3116.5","3116.5","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","undefined","1","1","1","1","0","0","1","1","1","3","1","1","1","3","3","1","1","1","0","3","1","1","3","0","3","1","1","1","3","1","3","3","0","undefined","68","-142","09/18/19 13:04:16","The main experiment item","yes","2","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","1","3","G:/Socrates/Codes/subject-1005.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","1","1","1","1","space","space","space","NA","3337","23232","125951","112503","10545","3146","2561","3337","NA","2","legacy","1024","1","48000","-16","experiment","1005","odd","2006684","2351830","2095192","2621952","2104402","4963","2482791","2029922","2477791","1838652","NA","2006686","2351833","2626291","1857216","2099384","2340268","2034922","1862282","1843654","1983537","1866031","1828105","4974","1828103","2142759","NA","2096192","1854655","2622952","1853655","1857267","NA","New experiment","0","24932","8","yes","1024"
"Sad","undefined","undefined","3109.44444444","3109.44444444","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","undefined","1","2","1","2","0","0","2","1","2","3","2","1","2","4","3","1","2","1","0","3","1","1","3","0","3","2","2","1","3","2","3","3","0","undefined","68","-142","09/18/19 13:04:16","The main experiment item","yes","4","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","2","3","G:/Socrates/Codes/subject-1005.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","1","1","1","1","space","space","space","NA","3053","23232","148786","112503","10545","3146","2561","3053","NA","2","legacy","1024","1","48000","-16","experiment","1005","odd","2006684","2637742","2095192","2923761","2104402","4963","2482791","2029922","2786539","1838652","NA","2006686","2637745","2927820","1857216","2099384","2626351","2034922","1862282","1843654","1983537","1866031","1828105","4974","1828103","2142759","2791541","2096192","1854655","2924763","1853655","1857267","NA","New experiment","0","27985","9","yes","1024"
"Happy","undefined","undefined","3096.7","3096.7","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","undefined","1","3","1","3","0","0","3","1","3","3","3","1","3","5","3","1","3","1","0","3","1","1","3","0","3","3","3","1","3","3","3","3","0","undefined","-50","-384","09/18/19 13:04:16","The main experiment item","yes","1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","3","3","G:/Socrates/Codes/subject-1005.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","1","1","1","1","space","space","space","NA","2982","23232","104208","112503","10545","3146","2561","2982","NA","2","legacy","1024","1","48000","-16","experiment","1005","odd","2006684","2939494","2095192","3168982","2104402","4963","2482791","2029922","3043726","1838652","3048728","2006686","2939499","3172977","1857216","2099384","2927903","2034922","1862282","1843654","1983537","1866031","1828105","4974","1828103","2142759","2791541","2096192","1854655","3169983","1853655","1857267","NA","New experiment","0","30967","10","yes","1024"
