"Emotion","acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_practice_instruct_1","correct_space_cont","correct_space_cont2","correct_space_cont_1","count_block_sequence","count_block_sequence_1","count_end_of_movie","count_end_of_movie_1","count_exp_loop","count_experiment","count_fear","count_fixation","count_fixation_1","count_fixation_2","count_happy","count_instruction","count_instruction_1","count_log1","count_log1_1","count_mini_instruction_2","count_mini_instruction_2_2","count_neutral","count_neutral_loop","count_new_sketchpad","count_practice","count_practice_instruct","count_practice_instruct_1","count_practice_loop","count_practice_seq","count_relaxed","count_sad","count_space_cont","count_space_cont2","count_space_cont_1","count_stationA","count_stationB","count_thanks","cursor_roi","cursor_x","cursor_y","datetime","description","disable_garbage_collection","emo_code","experiment_file","experiment_path","expyriment_opengl","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_instruction","response_instruction_1","response_practice_instruct","response_practice_instruct_1","response_space_cont","response_space_cont2","response_space_cont_1","response_thanks","response_time","response_time_instruction","response_time_instruction_1","response_time_practice_instruct","response_time_practice_instruct_1","response_time_space_cont","response_time_space_cont2","response_time_space_cont_1","response_time_thanks","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_block_sequence","time_block_sequence_1","time_end_of_movie","time_end_of_movie_1","time_exp_loop","time_experiment","time_fear","time_fixation","time_fixation_1","time_fixation_2","time_happy","time_instruction","time_instruction_1","time_log1","time_log1_1","time_mini_instruction_2","time_mini_instruction_2_2","time_neutral","time_neutral_loop","time_new_sketchpad","time_practice","time_practice_instruct","time_practice_instruct_1","time_practice_loop","time_practice_seq","time_relaxed","time_sad","time_space_cont","time_space_cont2","time_space_cont_1","time_stationA","time_stationB","time_thanks","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"Practice","undefined","undefined","5180","5180","black","legacy","legacy","legacy","0","uniform","undefined","undefined","NA","undefined","NA","NA","NA","NA","NA","0","0","NA","NA","NA","0","NA","NA","NA","NA","0","NA","NA","NA","0","0","NA","NA","0","0","0","NA","NA","NA","0","NA","0","0","0","undefined","-452","380","09/24/19 15:41:17","The main experiment item","yes","-1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","0","0","G:/Socrates/Codes/subject-1025.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","NA","NA","NA","1","NA","space","NA","NA","5180","NA","NA","NA","3274638","NA","5180","NA","NA","2","legacy","1024","1","48000","-16","experiment","1025","odd","NA","NA","NA","NA","NA","4620","NA","NA","NA","3279709","NA","NA","NA","NA","3300894","NA","NA","NA","NA","3284711","NA","NA","5066","4628","5061","NA","NA","NA","3295713","NA","3294713","NA","NA","New experiment","0","5180","1","yes","1020"
"Practice","undefined","undefined","4130.5","4130.5","black","legacy","legacy","legacy","0","uniform","undefined","undefined","NA","undefined","NA","NA","NA","NA","NA","0","0","NA","NA","NA","1","NA","NA","NA","NA","1","NA","NA","NA","0","1","NA","NA","1","0","1","NA","NA","NA","1","NA","1","1","0","undefined","-450","379","09/24/19 15:41:17","The main experiment item","yes","-1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","1","1","G:/Socrates/Codes/subject-1025.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","NA","NA","NA","1","NA","space","NA","NA","3081","NA","NA","NA","41233","NA","3081","NA","NA","2","legacy","1024","1","48000","-16","experiment","1025","odd","NA","NA","NA","NA","NA","4620","NA","NA","NA","3347455","NA","NA","NA","NA","3366541","NA","NA","NA","NA","3352457","NA","NA","3306219","4628","3306217","NA","NA","NA","3363459","NA","3362459","3300992","NA","New experiment","0","8261","2","yes","1020"
"Practice","undefined","undefined","3796.33333333","3796.33333333","black","legacy","legacy","legacy","0","uniform","undefined","undefined","NA","undefined","NA","NA","NA","NA","NA","0","0","NA","NA","NA","2","NA","NA","NA","NA","2","NA","NA","NA","0","2","NA","NA","2","0","2","NA","NA","NA","2","NA","2","2","0","undefined","-450","379","09/24/19 15:41:17","The main experiment item","yes","-1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","2","2","G:/Socrates/Codes/subject-1025.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","NA","NA","NA","1","NA","space","NA","NA","3128","NA","NA","NA","44819","NA","3128","NA","NA","2","legacy","1024","1","48000","-16","experiment","1025","odd","NA","NA","NA","NA","NA","4620","NA","NA","NA","3416641","NA","NA","NA","NA","3435773","NA","NA","NA","NA","3421642","NA","NA","3371819","4628","3371817","NA","NA","NA","3432644","NA","3431644","3366590","NA","New experiment","0","11389","3","yes","1020"
"Practice","undefined","undefined","3400","3400","black","legacy","legacy","legacy","0","uniform","undefined","undefined","NA","undefined","NA","NA","NA","NA","NA","0","0","NA","NA","NA","3","NA","NA","NA","NA","3","NA","NA","NA","0","3","NA","NA","3","0","3","NA","NA","NA","3","NA","3","3","0","undefined","-450","378","09/24/19 15:41:17","The main experiment item","yes","-1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","3","3","G:/Socrates/Codes/subject-1025.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","NA","NA","NA","1","NA","space","NA","NA","2211","NA","NA","NA","24280","NA","2211","NA","NA","2","legacy","1024","1","48000","-16","experiment","1025","odd","NA","NA","NA","NA","NA","4620","NA","NA","NA","3465337","NA","NA","NA","NA","3483554","NA","NA","NA","NA","3470340","NA","NA","3441054","4628","3441052","NA","NA","NA","3481342","NA","3480342","3435817","NA","New experiment","0","13600","4","yes","1020"
"Practice","undefined","undefined","3362","3362","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","NA","0","NA","0","NA","0","0","NA","0","NA","3","NA","0","NA","0","3","0","NA","0","0","3","0","0","3","0","3","NA","NA","0","3","NA","3","3","0","undefined","-451","380","09/24/19 15:41:17","The main experiment item","yes","-1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","0","3","G:/Socrates/Codes/subject-1025.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","NA","NA","1","1","space","space","NA","NA","3210","NA","NA","35056","24280","3210","2211","NA","NA","2","legacy","1024","1","48000","-16","experiment","1025","odd","3492272","NA","3543562","NA","NA","4620","NA","3527333","NA","3465337","NA","NA","NA","3547772","3483554","NA","NA","NA","3488616","3470340","3532333","3492274","3441054","4628","3441052","NA","NA","3544562","3481342","NA","3480342","3483599","NA","New experiment","0","16810","5","yes","1020"
"Neutral","undefined","undefined","3327.66666667","3327.66666667","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","NA","1","NA","1","NA","0","0","NA","1","NA","3","NA","1","NA","1","3","1","NA","1","0","3","1","1","3","0","3","NA","NA","1","3","NA","3","3","0","undefined","-451","379","09/24/19 15:41:17","The main experiment item","yes","0","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","1","3","G:/Socrates/Codes/subject-1025.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","1","NA","1","1","space","space","NA","NA","3156","47178","NA","35056","24280","3156","2211","NA","NA","2","legacy","1024","1","48000","-16","experiment","1025","odd","3555662","NA","3668104","NA","NA","4620","NA","3602845","NA","3465337","NA","3555664","NA","3672261","3483554","3547822","NA","3607845","3488616","3470340","3532333","3492274","3441054","4628","3441052","NA","NA","3669104","3481342","NA","3480342","3483599","NA","New experiment","0","19966","6","yes","1020"
"Sad","undefined","undefined","3377.85714286","3377.85714286","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","undefined","1","0","1","0","0","0","0","1","0","3","0","1","0","2","3","1","0","1","0","3","1","1","3","0","3","0","0","1","3","0","3","3","0","undefined","-451","379","09/24/19 15:41:17","The main experiment item","yes","4","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","0","3","G:/Socrates/Codes/subject-1025.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","1","1","1","1","space","space","space","NA","3679","47178","128110","35056","24280","3156","2211","3679","NA","2","legacy","1024","1","48000","-16","experiment","1025","odd","3555662","3683331","3668104","3948664","3677340","4620","NA","3602845","3811449","3465337","NA","3555664","3683334","3953346","3483554","3672321","NA","3607845","3488616","3470340","3532333","3492274","3441054","4628","3441052","NA","3816449","3669104","3481342","3949665","3480342","3483599","NA","New experiment","0","23645","7","yes","1020"
"Fear","undefined","undefined","3398.75","3398.75","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","undefined","1","1","1","1","0","0","1","1","1","3","1","1","1","3","3","1","1","1","0","3","1","1","3","0","3","1","1","1","3","1","3","3","0","undefined","-451","379","09/24/19 15:41:17","The main experiment item","yes","2","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","1","3","G:/Socrates/Codes/subject-1025.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","1","1","1","1","space","space","space","NA","3545","47178","95112","35056","24280","3156","2211","3545","NA","2","legacy","1024","1","48000","-16","experiment","1025","odd","3555662","3965121","3668104","4204385","3677340","4620","4065246","3602845","4060245","3465337","NA","3555664","3965125","4208932","3483554","3672321","3953421","3607845","3488616","3470340","3532333","3492274","3441054","4628","3441052","NA","3816449","3669104","3481342","4205385","3480342","3483599","NA","New experiment","0","27190","8","yes","1020"
"Happy","undefined","undefined","3384.11111111","3384.11111111","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","undefined","1","2","1","2","0","0","2","1","2","3","2","1","2","4","3","1","2","1","0","3","1","1","3","0","3","2","2","1","3","2","3","3","0","undefined","-452","378","09/24/19 15:41:17","The main experiment item","yes","1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","2","3","G:/Socrates/Codes/subject-1025.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","1","1","1","1","space","space","space","NA","3267","47178","161921","35056","24280","3156","2211","3267","NA","2","legacy","1024","1","48000","-16","experiment","1025","odd","3555662","4220617","3668104","4507807","3677340","4620","4065246","3602845","4382550","3465337","4387552","3555664","4220620","4512080","3483554","3672321","4208995","3607845","3488616","3470340","3532333","3492274","3441054","4628","3441052","NA","3816449","3669104","3481342","4508808","3480342","3483599","NA","New experiment","0","30457","9","yes","1020"
"Relaxed","undefined","undefined","4207.8","4207.8","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","undefined","1","3","1","3","0","0","3","1","3","3","3","1","3","5","3","1","3","1","0","3","1","1","3","0","3","3","3","1","3","3","3","3","0","undefined","-452","378","09/24/19 15:41:17","The main experiment item","yes","3","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","3","3","G:/Socrates/Codes/subject-1025.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","1","1","1","1","space","space","space","NA","11621","47178","83620","35056","24280","3156","2211","11621","NA","2","legacy","1024","1","48000","-16","experiment","1025","odd","3555662","4523715","3668104","4805590","3677340","4620","4065246","3602845","4607356","3465337","4387552","3555664","4523718","4818226","3483554","3672321","4512185","3607845","3488616","3470340","3532333","3492274","3441054","4628","3441052","4612359","3816449","3669104","3481342","4806592","3480342","3483599","NA","New experiment","0","42078","10","yes","1020"
