"Emotion","acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_practice_instruct_1","correct_space_cont","correct_space_cont2","correct_space_cont_1","count_block_sequence","count_block_sequence_1","count_end_of_movie","count_end_of_movie_1","count_exp_loop","count_experiment","count_fear","count_fixation","count_fixation_1","count_fixation_2","count_happy","count_instruction","count_instruction_1","count_log1","count_log1_1","count_mini_instruction_2","count_mini_instruction_2_2","count_neutral","count_neutral_loop","count_new_sketchpad","count_practice","count_practice_instruct","count_practice_instruct_1","count_practice_loop","count_practice_seq","count_relaxed","count_sad","count_space_cont","count_space_cont2","count_space_cont_1","count_stationA","count_stationB","count_thanks","cursor_roi","cursor_x","cursor_y","datetime","description","disable_garbage_collection","emo_code","experiment_file","experiment_path","expyriment_opengl","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_instruction","response_instruction_1","response_practice_instruct","response_practice_instruct_1","response_space_cont","response_space_cont2","response_space_cont_1","response_thanks","response_time","response_time_instruction","response_time_instruction_1","response_time_practice_instruct","response_time_practice_instruct_1","response_time_space_cont","response_time_space_cont2","response_time_space_cont_1","response_time_thanks","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_block_sequence","time_block_sequence_1","time_end_of_movie","time_end_of_movie_1","time_exp_loop","time_experiment","time_fear","time_fixation","time_fixation_1","time_fixation_2","time_happy","time_instruction","time_instruction_1","time_log1","time_log1_1","time_mini_instruction_2","time_mini_instruction_2_2","time_neutral","time_neutral_loop","time_new_sketchpad","time_practice","time_practice_instruct","time_practice_instruct_1","time_practice_loop","time_practice_seq","time_relaxed","time_sad","time_space_cont","time_space_cont2","time_space_cont_1","time_stationA","time_stationB","time_thanks","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"Practice","undefined","undefined","4332","4332","black","legacy","legacy","legacy","0","uniform","undefined","undefined","NA","undefined","NA","NA","NA","NA","NA","0","0","NA","NA","NA","0","NA","NA","NA","NA","0","NA","NA","NA","0","0","NA","NA","0","0","0","NA","NA","NA","0","NA","0","0","0","undefined","512","218","09/24/19 10:17:50","The main experiment item","yes","-1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","0","0","G:/Socrates/Codes/subject-1021.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","NA","NA","NA","1","NA","space","NA","NA","4332","NA","NA","NA","1648004","NA","4332","NA","NA","2","legacy","1024","1","48000","-16","experiment","1021","odd","NA","NA","NA","NA","NA","5077","NA","NA","NA","1653664","NA","NA","NA","NA","1674002","NA","NA","NA","NA","1658666","NA","NA","5655","5085","5652","NA","NA","NA","1669669","NA","1668668","NA","NA","New experiment","0","4332","1","yes","1020"
"Practice","undefined","undefined","3842","3842","black","legacy","legacy","legacy","0","uniform","undefined","undefined","NA","undefined","NA","NA","NA","NA","NA","0","0","NA","NA","NA","1","NA","NA","NA","NA","1","NA","NA","NA","0","1","NA","NA","1","0","1","NA","NA","NA","1","NA","1","1","0","undefined","513","201","09/24/19 10:17:50","The main experiment item","yes","-1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","1","1","G:/Socrates/Codes/subject-1021.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","NA","NA","NA","1","NA","space","NA","NA","3352","NA","NA","NA","29422","NA","3352","NA","NA","2","legacy","1024","1","48000","-16","experiment","1021","odd","NA","NA","NA","NA","NA","5077","NA","NA","NA","1708748","NA","NA","NA","NA","1728104","NA","NA","NA","NA","1713750","NA","NA","1679323","5085","1679320","NA","NA","NA","1724751","NA","1723751","1674089","NA","New experiment","0","7684","2","yes","1020"
"Practice","undefined","undefined","3536.33333333","3536.33333333","black","legacy","legacy","legacy","0","uniform","undefined","undefined","NA","undefined","NA","NA","NA","NA","NA","0","0","NA","NA","NA","2","NA","NA","NA","NA","2","NA","NA","NA","0","2","NA","NA","2","0","2","NA","NA","NA","2","NA","2","2","0","undefined","462","176","09/24/19 10:17:50","The main experiment item","yes","-1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","2","2","G:/Socrates/Codes/subject-1021.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","NA","NA","NA","1","NA","space","NA","NA","2925","NA","NA","NA","5913","NA","2925","NA","NA","2","legacy","1024","1","48000","-16","experiment","1021","odd","NA","NA","NA","NA","NA","5077","NA","NA","NA","1739289","NA","NA","NA","NA","1758217","NA","NA","NA","NA","1744290","NA","NA","1733374","5085","1733372","NA","NA","NA","1755292","NA","1754292","1728149","NA","New experiment","0","10609","3","yes","1020"
"Practice","undefined","undefined","3409","3409","black","legacy","legacy","legacy","0","uniform","undefined","undefined","NA","undefined","NA","NA","NA","NA","NA","0","0","NA","NA","NA","3","NA","NA","NA","NA","3","NA","NA","NA","0","3","NA","NA","3","0","3","NA","NA","NA","3","NA","3","3","0","undefined","452","176","09/24/19 10:17:50","The main experiment item","yes","-1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","3","3","G:/Socrates/Codes/subject-1021.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","NA","NA","NA","1","NA","space","NA","NA","3027","NA","NA","NA","9930","NA","3027","NA","NA","2","legacy","1024","1","48000","-16","experiment","1021","odd","NA","NA","NA","NA","NA","5077","NA","NA","NA","1773420","NA","NA","NA","NA","1792450","NA","NA","NA","NA","1778422","NA","NA","1763487","5085","1763485","NA","NA","NA","1789423","NA","1788423","1758262","NA","New experiment","0","13636","4","yes","1020"
"Practice","undefined","undefined","3335.6","3335.6","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","NA","0","NA","0","NA","0","0","NA","0","NA","3","NA","0","NA","0","3","0","NA","0","0","3","0","0","3","0","3","NA","NA","0","3","NA","3","3","0","undefined","443","178","09/24/19 10:17:50","The main experiment item","yes","-1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","0","3","G:/Socrates/Codes/subject-1021.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","NA","NA","1","1","space","space","NA","NA","3042","NA","NA","29065","9930","3042","3027","NA","NA","2","legacy","1024","1","48000","-16","experiment","1021","odd","1801764","NA","1847065","NA","NA","5077","NA","1830834","NA","1773420","NA","NA","NA","1851109","1792450","NA","NA","NA","1797510","1778422","1835834","1801766","1763487","5085","1763485","NA","NA","1848066","1789423","NA","1788423","1792493","NA","New experiment","0","16678","5","yes","1020"
"Neutral","undefined","undefined","3267.66666667","3267.66666667","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","NA","1","NA","1","NA","0","0","NA","1","NA","3","NA","1","NA","1","3","1","NA","1","0","3","1","1","3","0","3","NA","NA","1","3","NA","3","3","0","undefined","443","178","09/24/19 10:17:50","The main experiment item","yes","0","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","1","3","G:/Socrates/Codes/subject-1021.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","1","NA","1","1","space","space","NA","NA","2928","26020","NA","29065","9930","2928","3027","NA","NA","2","legacy","1024","1","48000","-16","experiment","1021","odd","1859169","NA","1950456","NA","NA","5077","NA","1885194","NA","1773420","NA","1859171","NA","1954385","1792450","1851303","NA","1890194","1797510","1778422","1835834","1801766","1763487","5085","1763485","NA","NA","1951456","1789423","NA","1788423","1792493","NA","New experiment","0","19606","6","yes","1020"
"Fear","undefined","undefined","3382.14285714","3382.14285714","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","undefined","1","0","1","0","0","0","0","1","0","3","0","1","0","2","3","1","0","1","0","3","1","1","3","0","3","0","0","1","3","0","3","3","0","undefined","443","178","09/24/19 10:17:50","The main experiment item","yes","2","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","0","3","G:/Socrates/Codes/subject-1021.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","1","1","1","1","space","space","space","NA","4069","26020","46292","29065","9930","2928","3027","4069","NA","2","legacy","1024","1","48000","-16","experiment","1021","odd","1859169","1966113","1950456","2156537","1959752","5077","2017413","1885194","2012412","1773420","NA","1859171","1966115","2161607","1792450","1954733","NA","1890194","1797510","1778422","1835834","1801766","1763487","5085","1763485","NA","NA","1951456","1789423","2157537","1788423","1792493","NA","New experiment","0","23675","7","yes","1020"
"Relaxed","undefined","undefined","3399.25","3399.25","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","undefined","1","1","1","1","0","0","1","1","1","3","1","1","1","3","3","1","1","1","0","3","1","1","3","0","3","1","1","1","3","1","3","3","0","undefined","443","178","09/24/19 10:17:50","The main experiment item","yes","3","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","1","3","G:/Socrates/Codes/subject-1021.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","1","1","1","1","space","space","space","NA","3519","26020","46672","29065","9930","2928","3027","3519","NA","2","legacy","1024","1","48000","-16","experiment","1021","odd","1859169","2173331","1950456","2418246","1959752","5077","2017413","1885194","2220010","1773420","NA","1859171","2173333","2422768","1792450","1954733","2161665","1890194","1797510","1778422","1835834","1801766","1763487","5085","1763485","2225010","NA","1951456","1789423","2419247","1788423","1792493","NA","New experiment","0","27194","8","yes","1020"
"Sad","undefined","undefined","3395.55555556","3395.55555556","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","undefined","1","2","1","2","0","0","2","1","2","3","2","1","2","4","3","1","2","1","0","3","1","1","3","0","3","2","2","1","3","2","3","3","0","undefined","-67","381","09/24/19 10:17:50","The main experiment item","yes","4","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","2","3","G:/Socrates/Codes/subject-1021.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","1","1","1","1","space","space","space","NA","3366","26020","89932","29065","9930","2928","3027","3366","NA","2","legacy","1024","1","48000","-16","experiment","1021","odd","1859169","2434494","1950456","2661657","1959752","5077","2017413","1885194","2524438","1773420","NA","1859171","2434497","2666029","1792450","1954733","2423125","1890194","1797510","1778422","1835834","1801766","1763487","5085","1763485","2225010","2529440","1951456","1789423","2662658","1788423","1792493","NA","New experiment","0","30560","9","yes","1020"
"Happy","undefined","undefined","3352.3","3352.3","black","legacy","legacy","legacy","0","uniform","undefined","undefined","undefined","undefined","undefined","1","3","1","3","0","0","3","1","3","3","3","1","3","5","3","1","3","1","0","3","1","1","3","0","3","3","3","1","3","3","3","3","0","undefined","-46","383","09/24/19 10:17:50","The main experiment item","yes","1","emo_and_motion_exp.osexp","G:\Socrates\Codes","yes","no","mono","no","18","no","white","no","yes","768","legacy","3","3","G:/Socrates/Codes/subject-1021.csv","legacy","Kafkaesque Koffka","3.2.6","0","space","1","1","1","1","space","space","space","NA","2963","26020","59704","29065","9930","2928","3027","2963","NA","2","legacy","1024","1","48000","-16","experiment","1021","odd","1859169","2678548","1950456","2863499","1959752","5077","2017413","1885194","2738274","1773420","2743278","1859171","2678551","2867475","1792450","1954733","2666097","1890194","1797510","1778422","1835834","1801766","1763487","5085","1763485","2225010","2529440","1951456","1789423","2864501","1788423","1792493","NA","New experiment","0","33523","10","yes","1020"
